house_id,price_target
121076,511746.1538461539
107763,683325.0
115852,306177.54545454547
107325,629480.0
119391,272205.8823529412
116251,556390.0
105953,726712.6363636364
106662,330500.0
119398,608766.6666666666
116139,525926.9230769231
109228,763350.0
104580,286090.0
117529,241728.84615384616
101454,634545.0
113968,352162.0833333333
117682,1926924.4444444445
114206,286914.5
106469,176114.58333333334
109346,392305.55555555556
109153,188500.0
107797,846354.7
119550,258337.5
112712,479640.0
107787,304940.9090909091
109977,533541.6666666666
109220,1097350.0
115380,203339.47368421053
111194,283809.3157894737
102787,513018.1818181818
121455,618371.875
116137,447496.4285714286
112381,686933.3333333334
105413,589880.7692307692
105967,811068.4615384615
101466,482454.54545454547
100796,930575.9375
104855,792890.1
105489,562925.1428571428
103948,207746.66666666666
115176,314911.9375
113303,240924.92857142858
121124,343459.05555555556
117731,516152.9411764706
100261,325167.85714285716
115647,588885.2941176471
112923,403420.0
121607,829049.6470588235
106857,762850.0
107978,724772.7272727273
101717,348500.0
112905,355173.5294117647
118471,272604.1666666667
103788,823515.625
113913,608835.75
100639,1244159.0909090908
116699,643818.1818181818
120098,1261040.0
101556,494610.0
100790,228703.92307692306
106132,891250.0
111835,730691.8181818182
113663,449855.0
116775,476477.8
105847,455834.2105263158
119221,671350.375
103103,1381613.1578947369
103962,1143781.25
115603,726100.0
119125,259950.0
116196,370520.8333333333
117271,143495.0
118920,480370.76923076925
116555,707677.2727272727
114943,553090.9090909091
107994,347449.92307692306
107335,385837.5
114592,443268.1818181818
113346,397020.0
112353,492895.0
106574,227914.0909090909
101936,287575.72222222225
108405,334925.0
115401,963367.6470588235
113605,656916.6666666666
115019,709191.6666666666
113852,618371.875
109911,733564.3125
116385,403958.3333333333
116687,261606.25
117286,367037.5
117913,363695.4166666667
101802,273145.1818181818
112142,674331.9411764706
119152,328475.0
119950,481334.6153846154
106239,416586.36363636365
120225,238721.875
113681,446485.0
105193,748501.6666666666
112121,938083.6
121509,336665.3846153846
111012,1755386.0
108408,477350.0
117652,347449.92307692306
106669,312898.9
113069,240351.36363636365
107278,202803.45454545456
115782,262928.125
112031,554835.0
116176,634545.0
107990,293150.0
114912,242965.0
115403,740071.3571428572
121554,873789.4736842106
109030,273353.63636363635
101400,308684.6153846154
105925,513018.1818181818
107313,652178.5714285715
113018,488338.46153846156
117899,1118572.7272727273
111857,1291242.9411764706
119568,481334.6153846154
111000,354766.3333333333
103344,267850.0
104272,276131.8181818182
107003,496090.0
110660,151538.33333333334
114169,272503.125
116769,528607.1428571428
101105,570144.2352941176
118077,721375.0
115413,321857.14285714284
111780,208931.81818181818
119699,312408.3333333333
110152,685408.0
109605,413744.44444444444
115856,344168.75
120427,385207.5
101300,508495.45454545453
112953,478769.44444444444
108126,316326.4705882353
116381,688968.75
119843,423650.0
110554,656916.6666666666
107483,617834.0909090909
108425,490189.8333333333
114910,343785.0
108125,1755386.0
112408,899636.3636363636
111409,399500.0
111382,256688.23529411765
112587,256688.23529411765
113021,508495.45454545453
103464,454650.0
112339,686933.3333333334
119816,476841.0
120909,432981.25
114955,629480.0
114254,267150.0
103713,610800.0
105086,420073.07692307694
115997,516244.44444444444
107850,176114.58333333334
105088,626266.6666666666
102750,337859.0909090909
110930,666830.0
106347,543119.5
109816,344131.8181818182
117661,465319.44444444444
108778,284850.0
104777,389045.45454545453
119604,307583.3333333333
106249,258977.27272727274
103873,176114.58333333334
109819,413440.0
115081,310714.28571428574
107406,238977.77777777778
119909,1044994.0
112258,656658.3
108123,424038.46153846156
105843,155276.92307692306
113451,393650.0
120651,350071.0
120298,419409.0909090909
115985,454650.0
111158,430541.6666666667
102715,479640.0
118334,613470.0
108152,342540.9090909091
103776,446318.1818181818
112624,800855.0
107261,299664.70588235295
116901,238792.85714285713
118256,630480.8823529412
113688,494610.0
112689,158928.5
110849,608835.75
107315,356646.875
108964,637680.0
114072,462523.3333333333
102859,389083.3333333333
103371,234872.22222222222
107524,352162.0833333333
120101,316092.93333333335
115492,386395.0
119328,254436.05555555556
118042,283809.3157894737
112583,473181.8181818182
116634,336665.3846153846
110717,228877.77777777778
100147,392631.8181818182
100944,238792.85714285713
100768,304940.9090909091
112253,447496.4285714286
103998,479640.0
105632,328077.1818181818
106948,368302.8823529412
109622,386133.0
117052,488781.8181818182
115858,1092363.6363636365
118078,446318.1818181818
105820,272503.125
119912,197693.33333333334
117086,528607.1428571428
105272,471090.9090909091
109059,699313.6363636364
101108,531910.7142857143
119182,243000.0
119070,1031666.6666666666
116565,522115.0
113849,682065.7894736842
104454,314695.0
114515,412993.63636363635
121544,488338.46153846156
119279,761804.4666666667
111984,551150.0
111737,378062.5
103993,293522.7272727273
119093,488338.46153846156
106379,430541.6666666667
109290,390333.3333333333
120915,1261040.0
101289,562925.1428571428
120244,229227.08333333334
114771,477350.0
112716,590563.8888888889
101593,499818.1818181818
103862,1586497.0588235294
107613,426596.6666666667
109147,479640.0
121524,353615.3846153846
109618,954450.5833333334
114419,544275.2
105258,607200.0
111913,306638.46153846156
115686,451214.70588235295
104059,310600.0
102573,432981.25
117557,419409.0909090909
117914,262928.125
112200,604416.6
105165,427651.5
102734,470714.28571428574
103771,333573.07692307694
110973,305889.0
117848,453215.3846153846
106308,2886445.0
106187,589880.7692307692
120170,283498.3333333333
117622,305152.63157894736
112672,681728.3846153846
114849,663150.0
102187,610800.0
113165,891250.0
116682,464211.53846153844
117983,409665.0
110609,538050.0
108893,393650.0
100950,751656.8181818182
111792,284850.0
120631,351352.0
117653,481495.1
118589,433098.75
114819,322262.5
107148,423350.0
112541,258337.5
112212,332505.0
102690,333573.07692307694
121198,375090.625
111617,456200.0
102331,355173.5294117647
118397,651731.0714285715
104424,347449.92307692306
107107,809555.0
107411,543576.9230769231
110164,462608.6
112816,293522.7272727273
111186,457700.0
121488,866428.4666666667
115651,499935.0
101701,460987.0
103306,1542900.0
105526,476477.8
121547,528607.1428571428
118029,699404.5454545454
102607,1764600.0
120022,474800.0
106541,385837.5
117478,232536.66666666666
113305,538050.0
103607,489568.3076923077
113208,316092.93333333335
117130,474460.0
102728,238721.875
107686,239345.0
102791,515067.0
107788,539752.5833333334
104492,516152.9411764706
116261,392631.8181818182
117766,908487.0
110758,236134.0
115837,481334.6153846154
104784,472291.6666666667
106243,158745.83333333334
113789,228703.92307692306
111802,386883.27777777775
101406,705450.0
112897,851874.9
110389,399500.0
116081,656916.6666666666
118911,334925.0
103330,669278.5714285715
104460,176823.68421052632
107948,316326.4705882353
114561,699404.5454545454
104091,987727.2727272727
104705,330777.54545454547
111558,252125.0
108979,217963.33333333334
103945,422500.0833333333
107615,544275.2
120638,628558.6428571428
101536,176823.68421052632
121186,678434.375
107527,273145.1818181818
100612,494610.0
115289,435125.0
116736,443268.1818181818
106605,2283631.1764705884
121534,762875.0
113158,170958.33333333334
102043,299263.63636363635
103235,603850.0
116043,840476.1538461539
114456,194708.33333333334
110781,176114.58333333334
109740,382091.0714285714
114213,287992.5
112523,158928.5
115918,449698.07692307694
106845,347449.92307692306
110912,420431.25
111162,614823.3333333334
119686,1586497.0588235294
116504,586209.375
103243,448054.54545454547
110449,407321.35294117645
109270,350071.0
101945,477417.22222222225
102189,158745.83333333334
101240,815162.5
112119,197693.33333333334
109669,1212010.0
108707,228140.0
118555,300178.4
106183,328475.0
108566,316326.4705882353
110811,339572.5333333333
100206,316450.0
117790,761804.4666666667
101830,751656.8181818182
107162,1393769.2307692308
114112,463400.0
102038,414810.5263157895
103082,266200.0
100981,656916.6666666666
105840,446318.1818181818
120500,688968.75
104870,782718.1818181818
113608,516152.9411764706
111480,242965.0
120871,315903.8461538461
109311,1291242.9411764706
110534,187704.16666666666
113335,463821.5
104458,420431.25
106887,652178.5714285715
102652,433845.3076923077
113758,469520.0
119641,228929.0
109542,678434.375
111442,412392.0
112684,899636.3636363636
112288,567469.2307692308
110039,503409.0909090909
107733,352230.76923076925
107530,678434.375
112913,316326.4705882353
120171,463925.0
106786,652178.5714285715
121267,386133.0
116144,970457.6923076923
110571,443985.71428571426
113230,443268.1818181818
117304,334925.0
117534,228140.0
115540,488781.8181818182
109515,256688.23529411765
102248,624334.0909090909
112753,272205.8823529412
101312,352162.0833333333
104301,409903.8461538461
108858,516152.9411764706
109009,433098.75
109987,356115.3076923077
110282,515345.0
103242,455834.2105263158
114764,679954.5454545454
110806,1260150.0
102589,290526.6666666667
112574,455834.2105263158
109067,403958.3333333333
116034,798500.0
116173,656658.3
100061,649827.2727272727
116093,499940.0
114570,386883.27777777775
106047,263890.15789473685
100731,1022100.0
106338,269830.0
118425,241728.84615384616
102717,340230.0
103389,306638.46153846156
119678,341865.5263157895
117362,239440.0
103117,433845.3076923077
107253,277639.5
104745,349418.8
111827,588205.2631578947
118479,326270.0
117329,846262.0
116658,879837.7777777778
102228,930575.9375
101166,620580.0
105229,228929.0
107783,503696.6666666667
103274,443268.1818181818
118917,266990.0
100807,1261040.0
108720,608835.75
113876,514626.6666666667
116989,1027961.5384615385
121361,284850.0
107341,213945.45454545456
116806,873789.4736842106
115952,590160.0
106842,254190.0
101547,217963.33333333334
106058,304940.9090909091
117143,618371.875
100192,155276.92307692306
102533,546384.6153846154
116881,386395.0
101290,1261040.0
118125,239440.0
103350,464581.25
114801,580272.7058823529
118379,1236196.4285714286
120477,733564.3125
114375,652178.5714285715
110824,312408.3333333333
100725,305889.0
113487,506423.07692307694
117898,324450.0
118293,481492.3
105635,188663.33333333334
111640,790058.3333333334
110239,272464.28571428574
103056,374003.6923076923
112950,368302.8823529412
112355,349418.8
100757,722423.0769230769
109356,224823.07692307694
103970,1041692.2222222222
116995,514273.8823529412
118376,1092363.6363636365
100500,3825530.0
114920,413744.44444444444
119033,1755386.0
117600,347449.92307692306
112175,238792.85714285713
